League,Year,Season,Type,blueTeamTag,bResult,rResult,redTeamTag,gamelength,blueTop,blueTopChamp,blueJungle,blueJungleChamp,blueMiddle,blueMiddleChamp,blueADC,blueADCChamp,blueSupport,blueSupportChamp,redTop,redTopChamp,redJungle,redJungleChamp,redMiddle,redMiddleChamp,redADC,redADCChamp,redSupport,redSupportChamp,Address
NALCS,2017,Spring,Season,CLG,1,0,C9,49,Darshan,Trundle,Xmithie,Rengar,Huhi,Orianna,Stixxay,Caitlyn,aphromoo,Lulu,Impact,Maokai,Contractz,Graves,Jensen,Ekko,Sneaky,Ezreal,Smoothie,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002110284?gameHash=f237d82876c3f664
NALCS,2017,Spring,Season,C9,1,0,CLG,36,Ray,Rumble,Contractz,Rengar,Jensen,Ekko,Sneaky,Jhin,Smoothie,Karma,Darshan,Kled,Xmithie,Graves,Huhi,Orianna,Stixxay,Ezreal,aphromoo,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002110295?gameHash=135965dfce5b09eb
NALCS,2017,Spring,Season,CLG,1,0,C9,41,Darshan,Poppy,Xmithie,Gragas,Huhi,Ahri,Stixxay,Ezreal,aphromoo,Lulu,Ray,Renekton,Contractz,Rengar,Jensen,Viktor,Sneaky,Jayce,Smoothie,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002110298?gameHash=78a6ef0995690dcc
NALCS,2017,Spring,Season,FOX,1,0,DIG,57,Looper,Shen,Akaadian,Graves,Froggen,Ahri,Keith,Ashe,Gate,Lulu,Ssumday,Nautilus,Chaser,Rengar,Keane,Ekko,LOD,Ezreal,Xpecial,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002110277?gameHash=b0bbd48d3866f8cb
NALCS,2017,Spring,Season,DIG,1,0,FOX,40,Ssumday,Gragas,Chaser,Graves,Keane,Vladimir,LOD,Ezreal,Xpecial,Thresh,Looper,Nautilus,Akaadian,Rengar,Froggen,Viktor,Keith,Ashe,Gate,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002110297?gameHash=bbdd0170643e661d
NALCS,2017,Spring,Season,FOX,0,1,DIG,38,Looper,Renekton,Akaadian,Graves,Froggen,Viktor,Keith,Ashe,Gate,Malzahar,Ssumday,Nautilus,Chaser,Rengar,Keane,Cassiopeia,LOD,Jhin,Xpecial,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002110299?gameHash=7c796c0e7a0507ce
NALCS,2017,Spring,Season,IMT,1,0,TSM,30,Flame,Rumble,Dardoch,Rengar,Pobelter,Orianna,Cody Sun,Caitlyn,Olleh,Karma,Hauntzer,Shen,Svenskeren,Khazix,Bjergsen,Ekko,WildTurtle,Ezreal,Biofrost,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002110300?gameHash=44b642373dd62d54
NALCS,2017,Spring,Season,TSM,1,0,IMT,37,Hauntzer,Gragas,Svenskeren,Graves,Bjergsen,Ryze,WildTurtle,Ashe,Biofrost,Lulu,Flame,Nautilus,Dardoch,Rengar,Pobelter,Cassiopeia,Cody Sun,Ezreal,Olleh,Bard,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002110319?gameHash=87315a94a0ddf598
NALCS,2017,Spring,Season,IMT,0,1,TSM,39,Flame,Shen,Dardoch,Graves,Pobelter,Orianna,Cody Sun,Ashe,Olleh,Karma,Hauntzer,Maokai,Svenskeren,Rengar,Bjergsen,Ahri,WildTurtle,Ezreal,Biofrost,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002110321?gameHash=8ee82238d5b35e83
NALCS,2017,Spring,Season,TL,1,0,NV,39,Lourlo,Camille,Reignover,Elise,Piglet,Ryze,Doublelift,Jhin,Matt,Karma,Seraph,Poppy,LirA,Graves,Ninja,Jayce,Apollo,Ziggs,Hakuho,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002110309?gameHash=264e3f4f0bbeb3c5
NALCS,2017,Spring,Season,NV,1,0,TL,27,Seraph,Renekton,LirA,LeeSin,Ninja,Talon,Apollo,Ziggs,Hakuho,Malzahar,Lourlo,Rumble,Reignover,Graves,Piglet,Zed,Doublelift,Jhin,Matt,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002110320?gameHash=abaa31acd0907d84
NALCS,2017,Spring,Season,TL,1,0,NV,41,Lourlo,Camille,Reignover,Elise,Piglet,Ahri,Doublelift,Ezreal,Matt,Lulu,Seraph,Rumble,LirA,Khazix,Ninja,Ekko,Apollo,Jhin,Hakuho,Malzahar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002110322?gameHash=038de38887156e3a
NALCS,2017,Spring,Season,DIG,1,0,TL,28,Ssumday,Gragas,Chaser,Rengar,Keane,Orianna,LOD,Caitlyn,Xpecial,Lulu,Lourlo,Nautilus,Reignover,Khazix,Piglet,Vladimir,Doublelift,Ezreal,Adrian,Nami,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120028?gameHash=4a22c23cec501d07
NALCS,2017,Spring,Season,TL,0,1,DIG,34,Lourlo,Rumble,Reignover,RekSai,Piglet,Cassiopeia,Doublelift,Jhin,Adrian,Karma,Ssumday,Nautilus,Chaser,LeeSin,Keane,Orianna,LOD,Varus,Xpecial,Malzahar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120031?gameHash=3a5b38117ca9fa2c
NALCS,2017,Spring,Season,FOX,0,1,CLG,43,Looper,Shen,Akaadian,Rengar,Froggen,Viktor,Keith,Ashe,Gate,Zyra,Darshan,Nautilus,Xmithie,Olaf,Huhi,Vladimir,Stixxay,Caitlyn,aphromoo,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120037?gameHash=c0d52d7843b737a4
NALCS,2017,Spring,Season,CLG,1,0,FOX,39,Darshan,Rumble,Xmithie,Olaf,Huhi,Talon,Stixxay,Ezreal,aphromoo,Thresh,Looper,Swain,Akaadian,Rengar,Froggen,Viktor,Keith,Ashe,Gate,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120044?gameHash=22212ee809fccde6
NALCS,2017,Spring,Season,C9,0,1,IMT,34,Impact,Renekton,Contractz,LeeSin,Jensen,Orianna,Sneaky,KogMaw,Smoothie,Lulu,Flame,Nautilus,Dardoch,Gragas,Pobelter,Syndra,Cody Sun,Caitlyn,Olleh,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130041?gameHash=defe6f74845eaed6
NALCS,2017,Spring,Season,IMT,0,1,C9,34,Flame,Nautilus,Dardoch,Khazix,Pobelter,Vladimir,Cody Sun,Caitlyn,Olleh,Karma,Impact,Maokai,Contractz,Rengar,Jensen,Orianna,Sneaky,Ezreal,Smoothie,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130053?gameHash=07dd7f478849248b
NALCS,2017,Spring,Season,C9,0,1,IMT,26,Impact,Maokai,Contractz,Gragas,Jensen,Talon,Sneaky,Jhin,Smoothie,Karma,Flame,Nautilus,Dardoch,LeeSin,Pobelter,Orianna,Cody Sun,Caitlyn,Olleh,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130058?gameHash=38882cb980decf38
NALCS,2017,Spring,Season,NV,0,1,DIG,39,Seraph,Camille,LirA,RekSai,Ninja,Karma,Apollo,Caitlyn,Hakuho,Malzahar,Ssumday,Ekko,Chaser,LeeSin,Keane,Azir,LOD,Jhin,Xpecial,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130040?gameHash=11784525dd206602
NALCS,2017,Spring,Season,DIG,0,1,NV,44,Ssumday,Gragas,Chaser,LeeSin,Keane,Viktor,LOD,Jhin,Xpecial,Lulu,Seraph,Shen,LirA,Elise,Ninja,Orianna,Apollo,Caitlyn,Hakuho,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130054?gameHash=86eae5b70bacd580
NALCS,2017,Spring,Season,NV,0,1,DIG,47,Seraph,Maokai,LirA,LeeSin,Ninja,Ahri,Apollo,Caitlyn,Hakuho,Karma,Ssumday,Nautilus,Chaser,Elise,Keane,Cassiopeia,LOD,Varus,Xpecial,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130059?gameHash=cb139007043869a7
NALCS,2017,Spring,Season,TSM,0,1,FLY,27,Hauntzer,Camille,Svenskeren,Gragas,Bjergsen,Vladimir,WildTurtle,Jhin,Biofrost,Nami,Balls,Rumble,Moon,Rengar,Hai,Syndra,Altec,Caitlyn,LemonNation,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130061?gameHash=d2b33ee66289a8de
NALCS,2017,Spring,Season,FLY,0,1,TSM,38,Balls,Rumble,Moon,Gragas,Hai,Zed,Altec,Varus,LemonNation,Karma,Hauntzer,Camille,Svenskeren,Elise,Bjergsen,Vladimir,WildTurtle,Ezreal,Biofrost,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130074?gameHash=7a9a078379f0a120
NALCS,2017,Spring,Season,TSM,1,0,FLY,26,Hauntzer,Camille,Svenskeren,LeeSin,Bjergsen,Vladimir,WildTurtle,Ezreal,Biofrost,Lulu,Balls,Rumble,Moon,Rengar,Hai,Syndra,Altec,Varus,LemonNation,Nami,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130076?gameHash=7b36962ffedce2bd
NALCS,2017,Spring,Season,TL,0,1,P1,35,Lourlo,Shen,Reignover,Rengar,Piglet,Syndra,Doublelift,Caitlyn,Adrian,Zyra,zig,Nautilus,Meteos,Elise,Ryu,Ahri,Arrow,Ezreal,Stunt,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130070?gameHash=d7f417231943fa15
NALCS,2017,Spring,Season,P1,1,0,TL,39,zig,Kled,Meteos,Elise,Ryu,Talon,Arrow,Ezreal,Stunt,Nautilus,Lourlo,Gangplank,Reignover,Gragas,Piglet,Ahri,Doublelift,Caitlyn,Matt,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130075?gameHash=fb03b76757bc2f57
NALCS,2017,Spring,Season,TSM,1,0,FOX,29,Hauntzer,Nautilus,Svenskeren,Rengar,Bjergsen,Orianna,WildTurtle,Ashe,Biofrost,Lulu,Looper,Rumble,Akaadian,LeeSin,Froggen,Ahri,Keith,Ezreal,Gate,TahmKench,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120100?gameHash=9cf81aaf369f54f6
NALCS,2017,Spring,Season,FOX,0,1,TSM,30,Looper,Rumble,Akaadian,LeeSin,Froggen,Ahri,Keith,Ezreal,Gate,Zyra,Hauntzer,Gragas,Svenskeren,Rengar,Bjergsen,Orianna,WildTurtle,Ashe,Biofrost,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120115?gameHash=1e8f6932f1c0b74a
NALCS,2017,Spring,Season,P1,1,0,IMT,26,zig,Nautilus,Meteos,Zac,Ryu,Jayce,Arrow,Kalista,Stunt,Lulu,Flame,Shen,Dardoch,Rengar,Pobelter,Ahri,Cody Sun,Ezreal,Olleh,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120097?gameHash=bc984dc5d1ce9e43
NALCS,2017,Spring,Season,IMT,0,1,P1,39,Flame,Rumble,Dardoch,Rengar,Pobelter,Orianna,Cody Sun,Ezreal,Olleh,Lulu,zig,Jayce,Meteos,Zac,Ryu,Ahri,Arrow,Draven,Stunt,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120116?gameHash=896d10de09d3783f
NALCS,2017,Spring,Season,CLG,1,0,FLY,33,Darshan,Shen,Xmithie,Elise,Huhi,Jayce,Stixxay,Ashe,aphromoo,Lulu,Balls,Rumble,Moon,Gragas,Hai,Orianna,Altec,Caitlyn,LemonNation,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120121?gameHash=07acc2f179e16e5a
NALCS,2017,Spring,Season,FLY,0,1,CLG,38,Balls,Camille,Moon,Evelynn,Hai,Syndra,Altec,Ashe,LemonNation,Lulu,Darshan,Poppy,Xmithie,Gragas,Huhi,Vladimir,Stixxay,Ezreal,aphromoo,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120133?gameHash=346e124183ef4d71
NALCS,2017,Spring,Season,NV,1,0,C9,38,Seraph,Maokai,LirA,Nidalee,Ninja,Jayce,Apollo,Ziggs,Hakuho,Lulu,Impact,Nautilus,Contractz,LeeSin,Jensen,Cassiopeia,Sneaky,Ezreal,Smoothie,Malzahar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120124?gameHash=73e008bb1bffe311
NALCS,2017,Spring,Season,C9,1,0,NV,43,Impact,Rumble,Contractz,Khazix,Jensen,Zed,Sneaky,Jhin,Smoothie,Thresh,Seraph,Renekton,LirA,Elise,Ninja,Jayce,Apollo,Ziggs,Hakuho,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120134?gameHash=a37ca1f8b48423b1
NALCS,2017,Spring,Season,NV,0,1,C9,55,Seraph,Shen,LirA,RekSai,Ninja,Cassiopeia,Apollo,Caitlyn,Hakuho,Lulu,Impact,Nautilus,Contractz,LeeSin,Jensen,Orianna,Sneaky,Ezreal,Smoothie,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120135?gameHash=0461de71f9989ba7
NALCS,2017,Spring,Season,C9,1,0,DIG,46,Ray,JarvanIV,Contractz,Elise,Jensen,Orianna,Sneaky,Lucian,Smoothie,Malzahar,Ssumday,Nautilus,Chaser,Rengar,Keane,Azir,LOD,Twitch,Xpecial,TahmKench,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120181?gameHash=0543b77fdf55e52e
NALCS,2017,Spring,Season,DIG,0,1,C9,41,Ssumday,Kled,Chaser,Elise,Keane,Zed,LOD,Lucian,Xpecial,Lulu,Impact,Rumble,Contractz,LeeSin,Jensen,Orianna,Sneaky,Jhin,Smoothie,Zyra,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120195?gameHash=71efb715720bc3d7
NALCS,2017,Spring,Season,FLY,1,0,FOX,40,Balls,Camille,Moon,Gragas,Hai,Orianna,Altec,Caitlyn,LemonNation,Zyra,Looper,Renekton,Akaadian,Khazix,Froggen,Viktor,Keith,Ashe,Gate,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120197?gameHash=dc8242ffc7308cbc
NALCS,2017,Spring,Season,FOX,0,1,FLY,29,Looper,Singed,Akaadian,Rengar,Froggen,Viktor,Keith,Ezreal,Gate,Karma,Balls,Shen,Moon,Khazix,Hai,Orianna,Altec,Varus,LemonNation,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120202?gameHash=49c11c5a5ab78518
NALCS,2017,Spring,Season,IMT,1,0,CLG,36,Flame,Nautilus,Dardoch,LeeSin,Pobelter,Taliyah,Cody Sun,Ezreal,Olleh,Karma,Darshan,Fiora,Xmithie,Gragas,Huhi,Ahri,aphromoo,Caitlyn,Joey,Janna,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130167?gameHash=db377efb92ab5510
NALCS,2017,Spring,Season,CLG,0,1,IMT,28,Darshan,Fizz,Xmithie,Gragas,Huhi,Jayce,aphromoo,Ashe,Joey,Karma,Flame,Nautilus,Dardoch,LeeSin,Pobelter,Vladimir,Cody Sun,Varus,Olleh,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130190?gameHash=1cda7e873799c164
NALCS,2017,Spring,Season,TL,1,0,TSM,30,Lourlo,Gragas,Reignover,Olaf,Piglet,Taliyah,Doublelift,Ezreal,Matt,Lulu,Hauntzer,Nautilus,Svenskeren,Rengar,Bjergsen,Ahri,WildTurtle,Ashe,Biofrost,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130164?gameHash=b9719f9d9aab7b55
NALCS,2017,Spring,Season,TSM,1,0,TL,30,Hauntzer,Renekton,Svenskeren,LeeSin,Bjergsen,Vladimir,WildTurtle,Ashe,Biofrost,Malzahar,Lourlo,Nautilus,Reignover,Rengar,Piglet,Taliyah,Doublelift,Ezreal,Matt,Zyra,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130189?gameHash=55d5ef4de1007df7
NALCS,2017,Spring,Season,TL,1,0,TSM,32,Lourlo,Nautilus,Reignover,Khazix,Piglet,Taliyah,Doublelift,Ezreal,Matt,Lulu,Hauntzer,Maokai,Svenskeren,Rengar,Bjergsen,Vladimir,WildTurtle,Ashe,Biofrost,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130191?gameHash=af022da335a1f116
NALCS,2017,Spring,Season,C9,1,0,P1,36,Ray,Kled,Contractz,Rengar,Jensen,Orianna,Sneaky,Lucian,Smoothie,Malzahar,zig,Nautilus,Meteos,Elise,Ryu,Talon,Arrow,Ezreal,Stunt,Taric,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130192?gameHash=9f63258311c7a681
NALCS,2017,Spring,Season,P1,0,1,C9,35,zig,Maokai,Meteos,Elise,Ryu,Jayce,Arrow,Ezreal,Shady,Lulu,Impact,Nautilus,Contractz,LeeSin,Jensen,Orianna,Sneaky,Lucian,Smoothie,Nami,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130207?gameHash=ebbea11fcb63467c
NALCS,2017,Spring,Season,FOX,1,0,NV,36,Looper,Maokai,Akaadian,Khazix,Froggen,Karthus,Keith,Ashe,Gate,Lulu,Seraph,Nautilus,LirA,LeeSin,Ninja,Ahri,Apollo,Varus,Hakuho,Malzahar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130198?gameHash=657930b5d39299ff
NALCS,2017,Spring,Season,NV,1,0,FOX,37,Seraph,Renekton,LirA,Gragas,Ninja,Jayce,Apollo,Ziggs,Hakuho,Lulu,Looper,Shen,Akaadian,Khazix,Froggen,Ahri,Keith,Ashe,Gate,Zyra,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130211?gameHash=a57d1cf4b297b9f1
NALCS,2017,Spring,Season,FOX,1,0,NV,43,Looper,Nautilus,Akaadian,LeeSin,Froggen,Vladimir,Keith,Ashe,Gate,Lulu,Seraph,Maokai,LirA,Elise,Ninja,Jayce,Apollo,Varus,Hakuho,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130213?gameHash=e555eb5eeef5edae
NALCS,2017,Spring,Season,TSM,1,0,P1,32,Hauntzer,Maokai,Svenskeren,LeeSin,Bjergsen,Ahri,WildTurtle,Ezreal,Biofrost,Malzahar,zig,Nautilus,Inori,Rengar,Ryu,Orianna,Arrow,Varus,Shady,Brand,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130226?gameHash=401dc1f58773d3b3
NALCS,2017,Spring,Season,P1,0,1,TSM,36,zig,Shen,Inori,Khazix,Ryu,Orianna,Arrow,Lucian,Shady,Karma,Hauntzer,Nautilus,Svenskeren,Rengar,Bjergsen,Vladimir,WildTurtle,Kalista,Biofrost,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130234?gameHash=49654e468223c6ec
NALCS,2017,Spring,Season,DIG,1,0,IMT,65,Ssumday,Nautilus,Chaser,Khazix,Keane,Cassiopeia,LOD,Varus,Xpecial,Lulu,Flame,Maokai,Dardoch,LeeSin,Pobelter,Taliyah,Cody Sun,Ezreal,Olleh,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120274?gameHash=d704b52a6e569236
NALCS,2017,Spring,Season,IMT,0,1,DIG,45,Flame,Gragas,Dardoch,Rengar,Pobelter,Vladimir,Cody Sun,Ashe,Olleh,MissFortune,Ssumday,Nautilus,Chaser,LeeSin,Keane,Orianna,LOD,Ezreal,Xpecial,Malzahar,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120297?gameHash=8d2c61e2d2c3260f
NALCS,2017,Spring,Season,FLY,0,1,TL,41,Balls,Renekton,Moon,Rengar,Hai,Viktor,Altec,Caitlyn,LemonNation,Zyra,Lourlo,Maokai,Reignover,Khazix,Piglet,Taliyah,Doublelift,Ashe,Matt,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130236?gameHash=4013612028339a5c
NALCS,2017,Spring,Season,TL,0,1,FLY,35,Lourlo,Rumble,Reignover,Olaf,Piglet,Jayce,Doublelift,Jhin,Matt,Zyra,Balls,Nautilus,Moon,Rengar,Hai,Orianna,Altec,Varus,LemonNation,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130254?gameHash=2eebbad9aa9036fe
NALCS,2017,Spring,Season,FLY,1,0,TL,36,Balls,Nautilus,Moon,Gragas,Hai,Talon,Altec,Caitlyn,LemonNation,Lulu,Lourlo,Shen,Reignover,Khazix,Piglet,Ryze,Doublelift,Ashe,Matt,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002130255?gameHash=79a1783ca8c29c3c
NALCS,2017,Spring,Season,CLG,0,1,NV,37,Darshan,Shen,Xmithie,Graves,Huhi,Taliyah,Stixxay,Ashe,aphromoo,Zyra,Seraph,Renekton,LirA,Nidalee,Ninja,Talon,Apollo,Varus,Hakuho,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120309?gameHash=5d63985e5cee61fc
NALCS,2017,Spring,Season,NV,0,1,CLG,37,Seraph,Shen,LirA,Nidalee,Ninja,Taliyah,Apollo,Varus,Hakuho,Malzahar,Darshan,Gangplank,Xmithie,Gragas,Huhi,Orianna,Stixxay,Caitlyn,aphromoo,Nami,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120318?gameHash=0590ddde97cb82d0
NALCS,2017,Spring,Season,CLG,1,0,NV,67,Darshan,Shen,Xmithie,LeeSin,Huhi,Ekko,Stixxay,Lucian,aphromoo,Lulu,Seraph,Nautilus,LirA,Khazix,Ninja,Cassiopeia,Apollo,Caitlyn,Hakuho,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002120319?gameHash=90f3d39ca6869bad
NALCS,2017,Spring,Playoffs,DIG,0,1,P1,48,Ssumday,Shen,Chaser,Nidalee,Keane,Cassiopeia,LOD,Ezreal,Xpecial,Lulu,zig,Nautilus,Inori,Ivern,Ryu,Syndra,Arrow,Ashe,Stunt,Zyra,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002140036?gameHash=6f9ae66ad5b644d9
NALCS,2017,Spring,Playoffs,P1,1,0,DIG,35,zig,Shen,Inori,Graves,Ryu,Leblanc,Arrow,Ezreal,Stunt,Karma,Ssumday,Nautilus,Chaser,Khazix,Keane,Orianna,LOD,Caitlyn,Xpecial,Nami,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002140051?gameHash=67fe18633cc8697c
NALCS,2017,Spring,Playoffs,DIG,0,1,P1,39,Ssumday,Nautilus,Chaser,Rengar,Keane,Azir,LOD,Ezreal,Xpecial,Malzahar,zig,Fizz,Inori,Khazix,Ryu,Orianna,Arrow,Caitlyn,Stunt,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002140052?gameHash=3f859a62b28ac927
NALCS,2017,Spring,Playoffs,FLY,0,1,CLG,26,Balls,Rumble,Moon,Khazix,Hai,Orianna,Altec,Ezreal,LemonNation,Lulu,Darshan,Fizz,Xmithie,Rengar,Huhi,AurelionSol,Stixxay,Ashe,aphromoo,Nami,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002140057?gameHash=a2886f414775b683
NALCS,2017,Spring,Playoffs,CLG,1,0,FLY,40,Darshan,DrMundo,Xmithie,Rengar,Huhi,Ahri,Stixxay,Ashe,aphromoo,Nami,Balls,Rumble,Moon,Graves,Hai,Orianna,Altec,Kennen,LemonNation,Zyra,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002140063?gameHash=8538c5063ae3d769
NALCS,2017,Spring,Playoffs,FLY,1,0,CLG,45,Balls,Rumble,Moon,Rengar,Hai,Talon,Altec,Caitlyn,LemonNation,Karma,Darshan,Fizz,Xmithie,Graves,Huhi,Syndra,Stixxay,Ashe,aphromoo,Nami,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002140064?gameHash=791f5e6e220fa72f
NALCS,2017,Spring,Playoffs,FLY,1,0,CLG,36,Balls,Renekton,Moon,Rengar,Hai,Orianna,Altec,Ashe,LemonNation,Karma,Darshan,Nautilus,Xmithie,Graves,Huhi,Syndra,Stixxay,Ezreal,aphromoo,Nami,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002140065?gameHash=26fc347151e2ad7d
NALCS,2017,Spring,Playoffs,CLG,0,1,FLY,38,Darshan,Camille,Xmithie,Graves,Huhi,Ekko,Stixxay,Kalista,aphromoo,Nami,Balls,Renekton,Moon,Evelynn,Hai,Talon,Altec,Ashe,LemonNation,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002140066?gameHash=20d5e0d484a49db3
NALCS,2017,Spring,Playoffs,P1,0,1,C9,35,zig,Shen,Inori,Graves,Ryu,Leblanc,Arrow,Ezreal,Shady,Karma,Impact,Gragas,Contractz,Khazix,Jensen,Kassadin,Sneaky,Ashe,Smoothie,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002150084?gameHash=84b26fbf96d11915
NALCS,2017,Spring,Playoffs,C9,1,0,P1,34,Ray,JarvanIV,Contractz,Graves,Jensen,Syndra,Sneaky,Ezreal,Smoothie,Lulu,zig,Kled,Inori,Rengar,Ryu,Orianna,Arrow,Varus,Shady,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002150090?gameHash=6fa3cf072f121455
NALCS,2017,Spring,Playoffs,P1,0,1,C9,26,zig,JarvanIV,Meteos,Elise,Ryu,Syndra,Arrow,Varus,Stunt,Zyra,Impact,Nautilus,Contractz,Khazix,Jensen,Ekko,Sneaky,Ashe,Smoothie,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002150091?gameHash=b55c652ff9a8a2fd
NALCS,2017,Spring,Playoffs,FLY,0,1,TSM,34,Balls,Rumble,Moon,Gragas,Hai,Talon,Altec,Ashe,LemonNation,Braum,Hauntzer,Nautilus,Svenskeren,Graves,Bjergsen,Syndra,WildTurtle,Lucian,Biofrost,Karma,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002140090?gameHash=23fd7087b955687d
NALCS,2017,Spring,Playoffs,FLY,0,1,TSM,34,Balls,Kennen,Moon,Ivern,Hai,Orianna,Altec,Ashe,LemonNation,Karma,Hauntzer,Renekton,Svenskeren,LeeSin,Bjergsen,Syndra,WildTurtle,Varus,Biofrost,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002140096?gameHash=abbdc7f51d393dbf
NALCS,2017,Spring,Playoffs,FLY,0,1,TSM,32,Balls,Maokai,Moon,Khazix,Hai,Orianna,Altec,Ashe,LemonNation,Zyra,Hauntzer,Nautilus,Svenskeren,Graves,Bjergsen,Taliyah,WildTurtle,Varus,Biofrost,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002140098?gameHash=c9b50ca32c7ff397
