Address,Team,ban_1,ban_2,ban_3,ban_4,ban_5
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810066?gameHash=7a064709f0fdc93e,blueBans,Vladimir,Rumble,Karma,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810067?gameHash=f4e333c1ed013a07,blueBans,TahmKench,Taliyah,Karma,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810068?gameHash=69e06253c32c085a,blueBans,Vladimir,Rumble,Karma,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810071?gameHash=76bb72b40bba886d,blueBans,Sivir,Gnar,Vladimir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810093?gameHash=3fb701ab32edcce4,blueBans,Bard,Ekko,Olaf,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810094?gameHash=44376e365de13005,blueBans,TahmKench,Vladimir,Gangplank,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001810095?gameHash=6e0108f6842831dc,blueBans,Bard,Olaf,Ashe,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001830080?gameHash=9a12498cc97c29b8,blueBans,Bard,Sivir,Vladimir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001830086?gameHash=31833bf08df24a7b,blueBans,Rumble,TahmKench,Karma,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001830087?gameHash=c9fba5a1d680a603,blueBans,Rumble,TahmKench,Sivir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001830088?gameHash=a771ea31c0a140ed,blueBans,Rumble,TahmKench,Vladimir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001830089?gameHash=068ca292c82f4758,blueBans,Bard,Jhin,Gnar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001840094?gameHash=45b5a84c479861b9,blueBans,Syndra,Gnar,Olaf,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001840103?gameHash=48e774e534e57fd6,blueBans,Karma,Vladimir,Sivir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001840104?gameHash=1bb093fc999b14b6,blueBans,Syndra,TahmKench,Vladimir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001840105?gameHash=31325fe0fea715be,blueBans,Karma,Sivir,Cassiopeia,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001850020?gameHash=e747f8201b72dbde,blueBans,Karma,Kennen,Gangplank,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001850025?gameHash=a29b8ce5ded58752,blueBans,Karma,Kennen,Gangplank,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001850026?gameHash=1137cf8f26e9ec00,blueBans,Shen,TahmKench,Gangplank,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001860024?gameHash=f54ece1662f95d50,blueBans,Karma,Sivir,Vladimir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001860031?gameHash=95fee78c4c6d9632,blueBans,TahmKench,Shen,Gangplank,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001860032?gameHash=3de95c3b77646eac,blueBans,Sivir,Karma,Vladimir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001850046?gameHash=3781e123166abc39,blueBans,TahmKench,Sivir,Gragas,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001850052?gameHash=4840300c023904dd,blueBans,Rumble,Vladimir,Sivir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001850053?gameHash=01368b5ce8fcef87,blueBans,Jhin,Sivir,Cassiopeia,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001850054?gameHash=0b4828b263b93d18,blueBans,Rumble,Vladimir,Sivir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050056?gameHash=a70a111867a1816d,blueBans,Rengar,Olaf,Janna,Nautilus,Poppy
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050068?gameHash=5210793878197802,blueBans,Zyra,Maokai,Ryze,Fiora,Jayce
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050074?gameHash=9bb1ef5de19bfe4d,blueBans,Zyra,Syndra,Ryze,Orianna,Karma
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050079?gameHash=b97ed4ce330e8de1,blueBans,Ryze,Kennen,Malzahar,Zyra,Rumble
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050099?gameHash=efa1a484bc44d2c7,blueBans,Kalista,Olaf,Zyra,MissFortune,Ekko
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050151?gameHash=4ca1cdef9ca16714,blueBans,Ryze,Fiora,Camille,Syndra,Olaf
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040154?gameHash=decef9a64926eceb,blueBans,Khazix,Zyra,Rengar,TwistedFate,Syndra
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040216?gameHash=53308a5fec212eca,blueBans,Ryze,Khazix,Jayce,Syndra,MissFortune
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050161?gameHash=1093977366149dac,blueBans,Zyra,Syndra,Ryze,Elise,LeeSin
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050169?gameHash=79f4be7d3c1583ab,blueBans,Zyra,Syndra,Cassiopeia,Ashe,Jhin
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050170?gameHash=11600a26e4891be0,blueBans,Zyra,Syndra,Ryze,MissFortune,Orianna
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040221?gameHash=176b5f3f686469e3,blueBans,Syndra,LeeSin,Leblanc,Shen,Nautilus
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040239?gameHash=62e61362d0277612,blueBans,Malzahar,Fiora,Khazix,Ryze,Cassiopeia
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040240?gameHash=eac991dfc9306892,blueBans,Syndra,Khazix,Leblanc,Nami,Karma
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040246?gameHash=e0dd3c7026cdb67d,blueBans,Syndra,Fiora,Zyra,LeeSin,RekSai
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040258?gameHash=21bd3a2eef5fcd99,blueBans,Zyra,Ashe,Malzahar,Taric,Nautilus
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040260?gameHash=5494e7ce13fded45,blueBans,Fiora,Syndra,Malzahar,Zyra,Nautilus
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040245?gameHash=341161cfce7bff85,blueBans,Ryze,Jayce,Khazix,Fiora,AurelionSol
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040257?gameHash=be3b6afdde05e392,blueBans,Malzahar,Ryze,Elise,Maokai,Fiora
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040268?gameHash=b57fa93045e71046,blueBans,Syndra,Fiora,Nautilus,Orianna,Ryze
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040276?gameHash=ebd82649fb9f6f0e,blueBans,MissFortune,Ryze,Syndra,Cassiopeia,Jayce
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040277?gameHash=4df1d6e872afa2ba,blueBans,Syndra,Varus,Shen,Maokai,Zyra
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040259?gameHash=03e84bb32f2423fc,blueBans,Corki,Jayce,Camille,Ryze,TwistedFate
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040269?gameHash=1db0d552e9b67b33,blueBans,Ryze,Fiora,Cassiopeia,Syndra,Orianna
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040275?gameHash=554a3fa2916341ee,blueBans,Corki,Jayce,Camille,Malzahar,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040283?gameHash=4c59738ac3e7e556,blueBans,Ryze,Olaf,MissFortune,Elise,Fiora
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040295?gameHash=467869ca2a365be6,blueBans,Zyra,Syndra,Corki,TwistedFate,Cassiopeia
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040296?gameHash=98bffa495cec23fd,blueBans,Syndra,Jayce,Zyra,Elise,LeeSin
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040305?gameHash=8ebded6f8641cc65,blueBans,Ryze,Maokai,Leblanc,Zyra,Malzahar
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040306?gameHash=3c0bbf9519a44fb1,blueBans,Syndra,Zyra,Jayce,Malzahar,Karma
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050241?gameHash=458bd95d8371f217,blueBans,Zyra,Ryze,Malzahar,Syndra,Aatrox
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050255?gameHash=89a31bd88d2209dc,blueBans,Zyra,Ryze,Fiora,Corki,Morgana
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040313?gameHash=35a815a4711236fd,blueBans,Malzahar,Zyra,Ryze,Fiora,Syndra
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040330?gameHash=208c1a993366f473,blueBans,Maokai,Khazix,Varus,MissFortune,Nami
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050259?gameHash=c311fd655762f0e6,blueBans,Olaf,Elise,RekSai,Maokai,Jhin
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050274?gameHash=40af06c41c23eb28,blueBans,Ryze,Malzahar,Zyra,Maokai,Karma
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002050275?gameHash=fca13b89859e5f35,blueBans,Olaf,Elise,RekSai,Syndra,Lulu
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040332?gameHash=f9e0f097676c9111,blueBans,Jayce,TwistedFate,Leblanc,Anivia,Cassiopeia
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040346?gameHash=b7131e21f6eb252e,blueBans,LeeSin,Varus,Ryze,Jhin,Syndra
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040347?gameHash=a29c7417f8d7532f,blueBans,Jayce,TwistedFate,Leblanc,RekSai,Graves
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040378?gameHash=18db2705c3ad62b7,blueBans,RekSai,Elise,Olaf,Ashe,Ezreal
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040390?gameHash=7d9f7a09aedf5f3a,blueBans,Ryze,Zyra,Malzahar,Jayce,Kled
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040367?gameHash=bccfef0c2162bafb,blueBans,Varus,Syndra,Leblanc,LeeSin,Corki
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040389?gameHash=a514722881038084,blueBans,Ryze,LeeSin,TwistedFate,Fiora,Swain
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040391?gameHash=8c5017b8c167bc4e,blueBans,Varus,Syndra,Leblanc,LeeSin,Maokai
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040392?gameHash=38f16283d945623d,blueBans,Ryze,Maokai,Jayce,Fiora,Syndra
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040407?gameHash=d33877d754331039,blueBans,Zyra,Malzahar,Syndra,Jayce,Taric
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040411?gameHash=623d341859c66596,blueBans,Camille,Ryze,Maokai,Fiora,Olaf
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040401?gameHash=4c06ad26ec103f6d,blueBans,Zyra,Ryze,Fiora,Karma,Corki
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040410?gameHash=7e327a8ea7556d3d,blueBans,Zyra,Ryze,LeeSin,Jayce,Syndra
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002040412?gameHash=1f56898b9623881c,blueBans,Zyra,Ryze,Fiora,Karma,MissFortune
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070006?gameHash=4a9c3fc9369309e9,blueBans,Zyra,Ryze,Khazix,Poppy,Corki
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070017?gameHash=fbad0fd4e657d536,blueBans,Ryze,LeeSin,Graves,Ashe,Jhin
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070018?gameHash=a68b5acc44003c32,blueBans,Ryze,Khazix,Jayce,Syndra,Fiora
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070027?gameHash=d69f4c67eba4d60b,blueBans,Khazix,Jhin,Ashe,Gangplank,Elise
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070038?gameHash=782af688a4b3d7a3,blueBans,Ryze,Syndra,Jayce,Malzahar,Zyra
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070055?gameHash=bd69c617a8590d5d,blueBans,Maokai,Khazix,AurelionSol,Zyra,Bard
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070061?gameHash=28be491eb4dc7307,blueBans,Ryze,Syndra,Jayce,Corki,Zyra
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070036?gameHash=108ada2fdf1a2a8e,blueBans,Ryze,Karma,Camille,Maokai,Nautilus
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070057?gameHash=f1ca48cfef02a9db,blueBans,Malzahar,Jhin,Leblanc,Khazix,Evelynn
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070071?gameHash=7dd3e1f55cf8c5e0,blueBans,Zyra,TwistedFate,Poppy,Anivia,Malzahar
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070076?gameHash=a3458d68f2a0c2b6,blueBans,Jhin,Olaf,Ryze,Fiora,Karma
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070077?gameHash=a6724f557809868f,blueBans,Jayce,Zyra,TwistedFate,Gangplank,Swain
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070063?gameHash=a91800c23d7ad0a7,blueBans,Syndra,Jayce,Zyra,MissFortune,Fiora
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070075?gameHash=110a293193802baf,blueBans,Ryze,Jayce,Khazix,Katarina,Gangplank
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002060104?gameHash=dd33ffcf9e219e90,blueBans,Ryze,Maokai,Ivern,Syndra,Gangplank
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002060125?gameHash=7039e555b8821108,blueBans,Maokai,Varus,Jayce,TahmKench,Gangplank
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002060127?gameHash=4584ef0d5c0d1a28,blueBans,Ryze,Maokai,Shen,Syndra,Corki
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002060102?gameHash=86a0dff3ee0551ec,blueBans,AurelionSol,Jayce,Leblanc,Syndra,Karma
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002060126?gameHash=9a8f06ea1a603daa,blueBans,Ryze,Jayce,Fiora,Poppy,Corki
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002060135?gameHash=2a852b09c150a94e,blueBans,Zyra,Jayce,Varus,Zed,Kassadin
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002060141?gameHash=3081f75ffacd0ca4,blueBans,Ryze,Khazix,Maokai,Cassiopeia,Syndra
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002060128?gameHash=840eb4f48e3b8389,blueBans,Zyra,Jayce,Corki,Swain,Maokai
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002060139?gameHash=5141668c9ff2ee4a,blueBans,Ryze,Jayce,LeeSin,Maokai,Corki
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070128?gameHash=2b12370255fee1d7,blueBans,Zyra,Malzahar,Corki,Shen,Maokai
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070136?gameHash=63d0581528fa9b6b,blueBans,Jayce,Shen,Jhin,Khazix,LeeSin
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070137?gameHash=95f6d033723e650a,blueBans,Graves,Ivern,Olaf,Cassiopeia,Syndra
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070139?gameHash=c3bb018f34bf722a,blueBans,Ivern,Fiora,Khazix,Zyra,Syndra
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070144?gameHash=2af0ab1ef357325e,blueBans,Jayce,Jhin,Ashe,Shen,Fiora
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070163?gameHash=a9c1b42b362c6910,blueBans,Zyra,Ryze,Camille,Karma,Swain
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070171?gameHash=48ff3dab5d52fea0,blueBans,Maokai,AurelionSol,Jayce,Zyra,Ryze
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070157?gameHash=b67310e2b7ac1bf7,blueBans,Shen,MissFortune,Jhin,Malzahar,Ashe
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070172?gameHash=67cc40bcb32a390c,blueBans,Ryze,Khazix,Cassiopeia,Nami,Ivern
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070173?gameHash=f38d9adec0d228d3,blueBans,Varus,Shen,Maokai,Zyra,Talon
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070184?gameHash=f0e25c5a3d7a2dc4,blueBans,Ryze,Varus,Khazix,Syndra,Zed
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070176?gameHash=69b50b8bcea029db,blueBans,Jayce,Malzahar,Jhin,LeeSin,Graves
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002070185?gameHash=919f55bf4172fcac,blueBans,Graves,Elise,Varus,Malzahar,Zyra
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002060204?gameHash=341959448a14a7d2,blueBans,Ryze,Jayce,Leblanc,Zyra,Nami
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002060219?gameHash=1cedd66bec2602a6,blueBans,Malzahar,AurelionSol,Thresh,Cassiopeia,Ekko
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002060227?gameHash=804325c168b00dd9,blueBans,Ryze,Jayce,Leblanc,Lulu,Zyra
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002060202?gameHash=ff68c33a1d4df1c4,blueBans,Ivern,Ryze,Jayce,Taric,Zyra
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002060218?gameHash=a6734164dc526416,blueBans,Khazix,TahmKench,Rengar,Maokai,Singed
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002060229?gameHash=7f7cb373adaf0822,blueBans,Ryze,Khazix,Varus,Zyra,Syndra
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002060239?gameHash=66c35212508d6f27,blueBans,Zyra,Malzahar,Leblanc,Syndra,Jayce
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002060240?gameHash=55ab3532448fa106,blueBans,Ryze,Cassiopeia,Camille,Kennen,Rumble
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002060220?gameHash=73f74101e29dff33,blueBans,Jayce,Malzahar,Zyra,Corki,Thresh
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002060228?gameHash=f33cb2fb56daf0b0,blueBans,Ryze,Varus,Khazix,Jax,Fiora
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002090004?gameHash=a692e15a8d74282c,blueBans,Varus,Maokai,Jayce,Rumble,Leblanc
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002090025?gameHash=4d4afe5f3f79f859,blueBans,Ryze,Camille,Graves,Karma,Cassiopeia
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002090027?gameHash=815cee2a631b0a18,blueBans,Ryze,Jayce,Rengar,Zed,Nami
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002090039?gameHash=dee8c98db492df32,blueBans,Graves,Ashe,Camille,Sivir,Ziggs
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002080044?gameHash=0e97c8cd0de39e78,blueBans,Thresh,Camille,Leblanc,Zed,Ryze
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002080061?gameHash=36703a1e2b681c06,blueBans,Jayce,Shen,Varus,Soraka,AurelionSol
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002080063?gameHash=f3693889130515a6,blueBans,Thresh,Leblanc,Camille,Khazix,Graves
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002080043?gameHash=6471e10b207c067f,blueBans,Zed,Malzahar,Jayce,Rumble,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002080062?gameHash=156c61e72b9717af,blueBans,Varus,Maokai,Graves,Ryze,Corki
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002080064?gameHash=668b212f173582d5,blueBans,Zed,Shen,Jayce,Graves,Zyra
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002080065?gameHash=fb75b046a60627c5,blueBans,Ryze,Camille,Leblanc,Cassiopeia,Syndra
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002080080?gameHash=8b04966d65348527,blueBans,Malzahar,Leblanc,Maokai,Poppy,Nami
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002080082?gameHash=f3ddeb5e90503a45,blueBans,Rengar,Maokai,Ryze,Syndra,Nami
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002080066?gameHash=7822eafe0e079264,blueBans,Khazix,Ryze,Rengar,TwistedFate,Singed
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002080081?gameHash=e0a8e8d17822a27e,blueBans,Zyra,Jayce,Ryze,Karma,Shen
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002090114?gameHash=784954da24a6f6dd,blueBans,Khazix,Graves,Camille,Zyra,Ryze
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002090129?gameHash=c0e57a93803e3052,blueBans,Malzahar,Jayce,Maokai,Zed,Leblanc
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002090137?gameHash=5cad2c635bef05b6,blueBans,Khazix,Camille,LeeSin,Zyra,Leblanc
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002090107?gameHash=a0ef4a588ee6fb59,blueBans,Syndra,Camille,Graves,Singed,TwistedFate
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002090130?gameHash=50a5db33e2b71df8,blueBans,Ryze,Khazix,Varus,Karma,Zyra
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002090146?gameHash=56a6788497d2b3fb,blueBans,Malzahar,Maokai,Camille,Ashe,Nautilus
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002090153?gameHash=ff607dafec43329a,blueBans,Shen,Maokai,Syndra,Khazix,Elise
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002090136?gameHash=373d561a43da9c6c,blueBans,Jayce,Shen,Camille,Soraka,Zed
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002090145?gameHash=470d88b0070663c2,blueBans,Caitlyn,Leblanc,Graves,Thresh,Ryze
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002090152?gameHash=c354fd7057289966,blueBans,Jayce,Shen,Camille,Soraka,Zed
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002110015?gameHash=8278cdee8390c19a,blueBans,Shen,Graves,Jhin,Sivir,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002110021?gameHash=1d95eb6a1e89f4a9,blueBans,Shen,Malzahar,Elise,Rumble,Renekton
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002110024?gameHash=e06d51e7024abac6,blueBans,Shen,Graves,Leblanc,Zyra,Karma
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002110028?gameHash=44e251e6f48d228c,blueBans,Malzahar,Thresh,Graves,Ekko,AurelionSol
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002110036?gameHash=3bfe3bf26c09190e,blueBans,Elise,Leblanc,Olaf,Nami,Jayce
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002110037?gameHash=85ba103d156544ec,blueBans,Thresh,Malzahar,Shen,Camille,Nautilus
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002100064?gameHash=a4d1b04e6dc99691,blueBans,Cassiopeia,Malzahar,Ryze,Ekko,Syndra
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002100076?gameHash=db0ebc80394598b2,blueBans,Shen,Malzahar,Leblanc,Camille,Cassiopeia
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002100063?gameHash=556acfbabfb8c93f,blueBans,Ryze,Camille,Varus,Sivir,Ziggs
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002100074?gameHash=a9bfd89f16426850,blueBans,Shen,Rengar,Mordekaiser,Khazix,Evelynn
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002100081?gameHash=ac99f791467f1be9,blueBans,Malzahar,Camille,Jayce,Morgana,Lulu
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002100082?gameHash=ebed18f9922ced3a,blueBans,Shen,Malzahar,Soraka,Ekko,Rumble
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002100099?gameHash=11309f9a28d31ba8,blueBans,Leblanc,Ryze,Camille,Nautilus,Maokai
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002100090?gameHash=466482f4086bfda4,blueBans,Graves,Malzahar,Renekton,Camille,Thresh
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002100100?gameHash=a3b46dfdf930f784,blueBans,Olaf,Varus,Leblanc,Syndra,Ahri
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002100101?gameHash=426ecef1acf97c50,blueBans,Malzahar,Graves,Ezreal,Ziggs,Nami
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002100108?gameHash=f352d53e4d0e3aef,blueBans,Leblanc,Ryze,Malzahar,Syndra,Orianna
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002100130?gameHash=13b4ab6b20854b95,blueBans,Malzahar,Shen,Camille,Karma,Orianna
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002100107?gameHash=a71f2187434c718b,blueBans,Ryze,Rumble,Varus,Jhin,Cassiopeia
